infraction_detail_id,infraction_details_count,booking_id,disciplinary_event_date_time,disciplinary_event_network_id,infraction_type
inf_20190226171_BV-2018-11597,1,20190226171,2018-09-07 11:42:00,BV-2018-11597,105 Disorderly Conduct
inf_20190226171_BV-2018-11597,2,20190226171,2018-09-07 11:42:00,BV-2018-11597,219 Disobeying or Resisting Orders
inf_20180404123_BV-2018-12142,1,20180404123,2018-09-19 11:17:00,BV-2018-12142,207 Fighting
inf_20180823047_BV-2018-12142,1,20180823047,2018-09-19 11:17:00,BV-2018-12142,207 Fighting
inf_20180115001_BV-2018-13618,1,20180115001,2018-10-25 12:15:00,BV-2018-13618,105 Disorderly Conduct
inf_20180115001_BV-2018-13618,2,20180115001,2018-10-25 12:15:00,BV-2018-13618,106 Failure to Maintain Sanitary or Orderly Conditions
inf_20180115001_BV-2018-13618,3,20180115001,2018-10-25 12:15:00,BV-2018-13618,114 Obstruction of Plumbing
inf_20180115001_BV-2018-13618,4,20180115001,2018-10-25 12:15:00,BV-2018-13618,208 Flooding
inf_20180115001_BV-2018-13618,5,20180115001,2018-10-25 12:15:00,BV-2018-13618,327 Damage to CCSO Property
inf_20161020105_BV-2018-2897,1,20161020105,2018-03-01 08:55:00,BV-2018-2897,207 Fighting
inf_20180120018_BV-2018-2897,1,20180120018,2018-03-01 08:55:00,BV-2018-2897,307 Battery
inf_20180130113_BV-2018-2897,1,20180130113,2018-03-01 08:55:00,BV-2018-2897,307 Battery
inf_20180115001_BV-2018-5331,1,20180115001,2018-04-23 16:00:00,BV-2018-5331,105 Disorderly Conduct
inf_20190226171_BV-2018-6048,1,20190226171,2018-05-08 10:30:00,BV-2018-6048,
inf_20170815058_BV-2018-8191,1,20170815058,2018-06-26 10:30:00,BV-2018-8191,
inf_20180216202_BV-2018-8198,1,20180216202,2018-06-26 12:30:00,BV-2018-8198,102 Disrupting a Judicial Proceeding
inf_20180216202_BV-2018-8198,2,20180216202,2018-06-26 12:30:00,BV-2018-8198,105 Disorderly Conduct
inf_20180422036_BV-2018-9077,1,20180422036,2018-07-16 12:15:00,BV-2018-9077,208 Flooding
inf_20170622001_BV-2018-9131,1,20170622001,2018-07-17 11:50:00,BV-2018-9131,105 Disorderly Conduct
inf_20170622001_BV-2018-9131,2,20170622001,2018-07-17 11:50:00,BV-2018-9131,106 Failure to Maintain Sanitary or Orderly Conditions
inf_20170622001_BV-2018-9131,3,20170622001,2018-07-17 11:50:00,BV-2018-9131,208 Flooding
inf_20180115001_BV-2018-9131,1,20180115001,2018-07-17 11:50:00,BV-2018-9131,105 Disorderly Conduct
inf_20180115001_BV-2018-9131,2,20180115001,2018-07-17 11:50:00,BV-2018-9131,106 Failure to Maintain Sanitary or Orderly Conditions
inf_20180115001_BV-2018-9131,3,20180115001,2018-07-17 11:50:00,BV-2018-9131,208 Flooding
inf_20180117079_BV-2018-9131,1,20180117079,2018-07-17 11:50:00,BV-2018-9131,105 Disorderly Conduct
inf_20180117079_BV-2018-9131,2,20180117079,2018-07-17 11:50:00,BV-2018-9131,106 Failure to Maintain Sanitary or Orderly Conditions
inf_20180117079_BV-2018-9131,3,20180117079,2018-07-17 11:50:00,BV-2018-9131,208 Flooding
inf_20180429031_CCB-2018-10048,1,20180429031,2018-08-06 12:30:00,CCB-2018-10048,313 Masturbation
inf_20180529115_CCB-2018-10550,1,20180529115,2018-08-16 10:20:00,CCB-2018-10550,403 Assault on Staff with Bodily Fluids
inf_20180101030_CCB-2018-11490,1,20180101030,2018-09-05 11:30:00,CCB-2018-11490,105 Disorderly Conduct
inf_20180101030_CCB-2018-11490,2,20180101030,2018-09-05 11:30:00,CCB-2018-11490,115 Possession of Level 1 Contraband
inf_20180101030_CCB-2018-11490,3,20180101030,2018-09-05 11:30:00,CCB-2018-11490,119 Writing or Distributing Kites
inf_20180330219_CCB-2018-13516,1,20180330219,2018-10-23 10:25:00,CCB-2018-13516,313 Masturbation
inf_20161124094_CCB-2018-1437,1,20161124094,2018-01-29 09:15:00,CCB-2018-1437,105 Disorderly Conduct
inf_20161124094_CCB-2018-1437,2,20161124094,2018-01-29 09:15:00,CCB-2018-1437,207 Fighting
inf_20161124094_CCB-2018-1437,3,20161124094,2018-01-29 09:15:00,CCB-2018-1437,219 Disobeying or Resisting Orders
inf_20180107144_CCB-2018-1437,1,20180107144,2018-01-29 09:15:00,CCB-2018-1437,105 Disorderly Conduct
inf_20180107144_CCB-2018-1437,2,20180107144,2018-01-29 09:15:00,CCB-2018-1437,207 Fighting
inf_20180107144_CCB-2018-1437,3,20180107144,2018-01-29 09:15:00,CCB-2018-1437,219 Disobeying or Resisting Orders
inf_20190105183_CCB-2018-1437,1,20190105183,2018-01-29 09:15:00,CCB-2018-1437,105 Disorderly Conduct
inf_20190105183_CCB-2018-1437,2,20190105183,2018-01-29 09:15:00,CCB-2018-1437,207 Fighting
inf_20190105183_CCB-2018-1437,3,20190105183,2018-01-29 09:15:00,CCB-2018-1437,219 Disobeying or Resisting Orders
inf_20140926012_CCB-2018-14484,1,20140926012,2018-11-14 10:30:00,CCB-2018-14484,105 Disorderly Conduct
inf_20140926012_CCB-2018-14484,2,20140926012,2018-11-14 10:30:00,CCB-2018-14484,119 Writing or Distributing Kites
inf_20180418071_CCB-2018-14484,1,20180418071,2018-11-14 10:30:00,CCB-2018-14484,105 Disorderly Conduct
inf_20180418071_CCB-2018-14484,2,20180418071,2018-11-14 10:30:00,CCB-2018-14484,119 Writing or Distributing Kites
inf_20180418071_CCB-2018-14484,3,20180418071,2018-11-14 10:30:00,CCB-2018-14484,219 Disobeying or Resisting Orders
inf_20170831143_CCB-2018-15648,1,20170831143,2018-12-13 08:30:00,CCB-2018-15648,207 Fighting
inf_20180107012_CCB-2018-15648,1,20180107012,2018-12-13 08:30:00,CCB-2018-15648,207 Fighting
inf_20180518022_CCB-2018-15648,1,20180518022,2018-12-13 08:30:00,CCB-2018-15648,207 Fighting
inf_20180213188_CCB-2018-2123,1,20180213188,2018-02-13 14:00:00,CCB-2018-2123,105 Disorderly Conduct
inf_20180213188_CCB-2018-2123,2,20180213188,2018-02-13 14:00:00,CCB-2018-2123,212 Movement Violation
inf_20180213188_CCB-2018-2123,3,20180213188,2018-02-13 14:00:00,CCB-2018-2123,219 Disobeying or Resisting Orders
inf_20180201038_CCB-2018-4131,1,20180201038,2018-03-27 10:56:00,CCB-2018-4131,320 Verbal Threat to Staff
inf_20180201038_CCB-2018-4131,2,20180201038,2018-03-27 10:56:00,CCB-2018-4131,322 Disrespect to Staff
inf_20180407052_CCB-2018-5013,1,20180407052,2018-04-16 12:30:00,CCB-2018-5013,
inf_20180415002_CCB-2018-5013,1,20180415002,2018-04-16 12:30:00,CCB-2018-5013,
inf_20180314047_CCB-2018-5213,1,20180314047,2018-04-20 11:50:00,CCB-2018-5213,102 Disrupting a Judicial Proceeding
inf_20180314047_CCB-2018-5213,2,20180314047,2018-04-20 11:50:00,CCB-2018-5213,105 Disorderly Conduct
inf_20180314047_CCB-2018-5213,3,20180314047,2018-04-20 11:50:00,CCB-2018-5213,219 Disobeying or Resisting Orders
inf_20180314047_CCB-2018-5213,4,20180314047,2018-04-20 11:50:00,CCB-2018-5213,406 Escape and Attempted Escape
inf_20180314047_CCB-2018-5213,5,20180314047,2018-04-20 11:50:00,CCB-2018-5213,413 Attempted Battery to Staff
inf_20180207010_CCB-2018-8314,1,20180207010,2018-06-28 13:35:00,CCB-2018-8314,105 Disorderly Conduct
inf_20180207010_CCB-2018-8314,2,20180207010,2018-06-28 13:35:00,CCB-2018-8314,207 Fighting
inf_20180207010_CCB-2018-8314,3,20180207010,2018-06-28 13:35:00,CCB-2018-8314,219 Disobeying or Resisting Orders
inf_20180207010_CCB-2018-8314,4,20180207010,2018-06-28 13:35:00,CCB-2018-8314,307 Battery
inf_20180207010_CCB-2018-8314,5,20180207010,2018-06-28 13:35:00,CCB-2018-8314,322 Disrespect to Staff
inf_20180207010_CCB-2018-8314,6,20180207010,2018-06-28 13:35:00,CCB-2018-8314,402 Aggravated Battery
inf_20180207010_CCB-2018-8314,7,20180207010,2018-06-28 13:35:00,CCB-2018-8314,404 Battery to Staff
inf_20180529115_CCB-2018-9129,1,20180529115,2018-07-17 09:30:00,CCB-2018-9129,207 Fighting
inf_20180529115_CCB-2018-9129,2,20180529115,2018-07-17 09:30:00,CCB-2018-9129,307 Battery
inf_20140804277_CCB-2018-9190,1,20140804277,2018-07-18 11:10:00,CCB-2018-9190,105 Disorderly Conduct
inf_20171210128_CCB-2018-9190,1,20171210128,2018-07-18 11:10:00,CCB-2018-9190,105 Disorderly Conduct
inf_20171210130_CCB-2018-9190,1,20171210130,2018-07-18 11:10:00,CCB-2018-9190,105 Disorderly Conduct
inf_20180413219_CCB-2018-9190,1,20180413219,2018-07-18 11:10:00,CCB-2018-9190,105 Disorderly Conduct
inf_20180413219_CCB-2018-9190,2,20180413219,2018-07-18 11:10:00,CCB-2018-9190,318 Tampering with Security Equipment
inf_20171106238_CCB-2018-9456,1,20171106238,2018-07-24 11:25:00,CCB-2018-9456,105 Disorderly Conduct
inf_20171106238_CCB-2018-9456,2,20171106238,2018-07-24 11:25:00,CCB-2018-9456,119 Writing or Distributing Kites
inf_20180101030_CCB-2018-9456,1,20180101030,2018-07-24 11:25:00,CCB-2018-9456,105 Disorderly Conduct
inf_20180101030_CCB-2018-9456,2,20180101030,2018-07-24 11:25:00,CCB-2018-9456,119 Writing or Distributing Kites
inf_20180511154_CCB-2019-1407,1,20180511154,2019-02-01 14:05:00,CCB-2019-1407,404 Battery to Staff
inf_20180511154_CCB-2019-1407,2,20180511154,2019-02-01 14:05:00,CCB-2019-1407,413 Attempted Battery to Staff
inf_20180113170_CCMT-2018-11104,1,20180113170,2018-08-28 08:00:00,CCMT-2018-11104,212 Movement Violation
inf_20180113170_CCMT-2018-11104,2,20180113170,2018-08-28 08:00:00,CCMT-2018-11104,219 Disobeying or Resisting Orders
inf_20180414027_CCMT-2018-12024,1,20180414027,2018-09-17 09:48:00,CCMT-2018-12024,313 Masturbation
inf_20180112077_CCMT-2018-14413,1,20180112077,2018-11-13 07:45:00,CCMT-2018-14413,219 Disobeying or Resisting Orders
inf_20180117124_CCMT-2018-5311,1,20180117124,2018-04-23 07:47:00,CCMT-2018-5311,219 Disobeying or Resisting Orders
inf_20180517139_CCMT-2018-8907,1,20180517139,2018-07-12 11:35:00,CCMT-2018-8907,219 Disobeying or Resisting Orders
inf_20180517139_CCMT-2018-8907,2,20180517139,2018-07-12 11:35:00,CCMT-2018-8907,301 Aggravated Verbal Threat
inf_20180529115_CCMT-2018-9138,1,20180529115,2018-07-17 12:37:00,CCMT-2018-9138,404 Battery to Staff
inf_20180115069_CIID-2018-10862,1,20180115069,2018-08-22 16:00:00,CIID-2018-10862,304 Aggravated Writing or Distributing Kites
inf_20180115069_CIID-2018-10862,2,20180115069,2018-08-22 16:00:00,CIID-2018-10862,315 Possession of Level 3 Contraband
inf_20180223066_CIID-2018-11503,1,20180223066,2018-09-01 10:07:00,CIID-2018-11503,318 Tampering with Security Equipment
inf_20140926012_CIID-2018-11556,1,20140926012,2018-09-06 15:45:00,CIID-2018-11556,315 Possession of Level 3 Contraband
inf_20180623183_CIID-2018-11556,1,20180623183,2018-09-06 15:45:00,CIID-2018-11556,315 Possession of Level 3 Contraband
inf_20180623079_CIID-2018-11628,1,20180623079,2018-09-06 10:30:00,CIID-2018-11628,209 Gang Activity
inf_20180330089_CIID-2018-12197,1,20180330089,2018-09-19 10:13:00,CIID-2018-12197,105 Disorderly Conduct
inf_20180330089_CIID-2018-12197,2,20180330089,2018-09-19 10:13:00,CIID-2018-12197,310 Endangerment of Public Health
inf_20180330089_CIID-2018-12197,3,20180330089,2018-09-19 10:13:00,CIID-2018-12197,413 Attempted Battery to Staff
inf_20180303094_CIID-2018-4585,1,20180303094,2018-04-06 10:00:00,CIID-2018-4585,209 Gang Activity
inf_20180303094_CIID-2018-4585,2,20180303094,2018-04-06 10:00:00,CIID-2018-4585,315 Possession of Level 3 Contraband
inf_20180115001_CIID-2018-6097,1,20180115001,2018-05-09 11:00:00,CIID-2018-6097,319 Unauthorized Possession of Drugs
inf_20170321039_CIID-2018-9452,1,20170321039,2018-07-24 11:00:00,CIID-2018-9452,213 Obstruction of Vents
inf_20170321039_CIID-2018-9452,2,20170321039,2018-07-24 11:00:00,CIID-2018-9452,327 Damage to CCSO Property
inf_20170529128_CIID-2018-9452,1,20170529128,2018-07-24 11:00:00,CIID-2018-9452,213 Obstruction of Vents
inf_20170529128_CIID-2018-9452,2,20170529128,2018-07-24 11:00:00,CIID-2018-9452,327 Damage to CCSO Property
inf_20180330085_CIID-2018-9452,1,20180330085,2018-07-24 11:00:00,CIID-2018-9452,213 Obstruction of Vents
inf_20180330085_CIID-2018-9452,2,20180330085,2018-07-24 11:00:00,CIID-2018-9452,327 Damage to CCSO Property
inf_20180608172_CIID-2018-9452,1,20180608172,2018-07-24 11:00:00,CIID-2018-9452,213 Obstruction of Vents
inf_20180608172_CIID-2018-9452,2,20180608172,2018-07-24 11:00:00,CIID-2018-9452,327 Damage to CCSO Property
inf_20180626168_CIID-2018-9452,1,20180626168,2018-07-24 11:00:00,CIID-2018-9452,213 Obstruction of Vents
inf_20180626168_CIID-2018-9452,2,20180626168,2018-07-24 11:00:00,CIID-2018-9452,327 Damage to CCSO Property
inf_20181115215_CIID-2018-9452,1,20181115215,2018-07-24 11:00:00,CIID-2018-9452,213 Obstruction of Vents
inf_20181115215_CIID-2018-9452,2,20181115215,2018-07-24 11:00:00,CIID-2018-9452,327 Damage to CCSO Property
inf_20180121064_CNBE-2018-1348,1,20180121064,2018-01-26 11:50:00,CNBE-2018-1348,207 Fighting
inf_20180224010_CNBE-2018-3453,1,20180224010,2018-03-13 09:46:00,CNBE-2018-3453,
inf_20180224010_CNBE-2018-3958,1,20180224010,2018-03-23 14:00:00,CNBE-2018-3958,
inf_20181219100_CNBE-2018-6417,1,20181219100,2018-05-16 14:30:00,CNBE-2018-6417,114 Obstruction of Plumbing
inf_20181219100_CNBE-2018-6417,2,20181219100,2018-05-16 14:30:00,CNBE-2018-6417,208 Flooding
inf_20180517040_CNBE-2018-6733,1,20180517040,2018-05-23 13:00:00,CNBE-2018-6733,207 Fighting
inf_20180519043_CNBE-2018-6733,1,20180519043,2018-05-23 13:00:00,CNBE-2018-6733,207 Fighting
inf_20190228088_CNBE-2018-8031,1,20190228088,2018-06-22 10:10:00,CNBE-2018-8031,207 Fighting
inf_20190228088_CNBE-2018-8031,2,20190228088,2018-06-22 10:10:00,CNBE-2018-8031,307 Battery
inf_20180420097_CNFL-2018-10191,1,20180420097,2018-08-09 11:00:00,CNFL-2018-10191,207 Fighting
inf_20180712038_CNFL-2018-10191,1,20180712038,2018-08-09 11:00:00,CNFL-2018-10191,207 Fighting
inf_20181119218_CNFL-2018-10191,1,20181119218,2018-08-09 11:00:00,CNFL-2018-10191,207 Fighting
inf_20170211188_CNFL-2018-2118,1,20170211188,2018-02-13 12:30:00,CNFL-2018-2118,102 Disrupting a Judicial Proceeding
inf_20170211188_CNFL-2018-2118,2,20170211188,2018-02-13 12:30:00,CNFL-2018-2118,105 Disorderly Conduct
inf_20170826006_CNFL-2018-2118,1,20170826006,2018-02-13 12:30:00,CNFL-2018-2118,102 Disrupting a Judicial Proceeding
inf_20170826006_CNFL-2018-2118,2,20170826006,2018-02-13 12:30:00,CNFL-2018-2118,105 Disorderly Conduct
inf_20180204052_CNFL-2018-2118,1,20180204052,2018-02-13 12:30:00,CNFL-2018-2118,102 Disrupting a Judicial Proceeding
inf_20180204052_CNFL-2018-2118,2,20180204052,2018-02-13 12:30:00,CNFL-2018-2118,105 Disorderly Conduct
inf_20181104041_CNFL-2018-2118,1,20181104041,2018-02-13 12:30:00,CNFL-2018-2118,102 Disrupting a Judicial Proceeding
inf_20181104041_CNFL-2018-2118,2,20181104041,2018-02-13 12:30:00,CNFL-2018-2118,105 Disorderly Conduct
inf_20171217046_CNFL-2018-553,1,20171217046,2018-01-12 09:30:00,CNFL-2018-553,207 Fighting
inf_20180106057_CNFL-2018-553,1,20180106057,2018-01-12 09:30:00,CNFL-2018-553,207 Fighting
inf_20181022029_CNFL-2018-7367,1,20181022029,2018-06-06 11:05:00,CNFL-2018-7367,207 Fighting
inf_20180302157_CNGR-2018-11876,1,20180302157,2018-09-13 14:50:00,CNGR-2018-11876,207 Fighting
inf_20180122155_CNGR-2018-7197,1,20180122155,2018-06-01 12:00:00,CNGR-2018-7197,114 Obstruction of Plumbing
inf_20180122155_CNGR-2018-7197,2,20180122155,2018-06-01 12:00:00,CNGR-2018-7197,208 Flooding
inf_20180122155_CNGR-2018-7197,3,20180122155,2018-06-01 12:00:00,CNGR-2018-7197,320 Verbal Threat to Staff
inf_20180122155_CNGR-2018-7197,4,20180122155,2018-06-01 12:00:00,CNGR-2018-7197,322 Disrespect to Staff
inf_20180524071_CNGR-2018-7197,1,20180524071,2018-06-01 12:00:00,CNGR-2018-7197,114 Obstruction of Plumbing
inf_20180524071_CNGR-2018-7197,2,20180524071,2018-06-01 12:00:00,CNGR-2018-7197,208 Flooding
inf_20180524071_CNGR-2018-7197,3,20180524071,2018-06-01 12:00:00,CNGR-2018-7197,320 Verbal Threat to Staff
inf_20180524071_CNGR-2018-7197,4,20180524071,2018-06-01 12:00:00,CNGR-2018-7197,322 Disrespect to Staff
inf_20180526204_CNGR-2018-7197,1,20180526204,2018-06-01 12:00:00,CNGR-2018-7197,114 Obstruction of Plumbing
inf_20180526204_CNGR-2018-7197,2,20180526204,2018-06-01 12:00:00,CNGR-2018-7197,208 Flooding
inf_20180526204_CNGR-2018-7197,3,20180526204,2018-06-01 12:00:00,CNGR-2018-7197,320 Verbal Threat to Staff
inf_20180526204_CNGR-2018-7197,4,20180526204,2018-06-01 12:00:00,CNGR-2018-7197,322 Disrespect to Staff
inf_20180526235_CNGR-2018-7197,1,20180526235,2018-06-01 12:00:00,CNGR-2018-7197,114 Obstruction of Plumbing
inf_20180526235_CNGR-2018-7197,2,20180526235,2018-06-01 12:00:00,CNGR-2018-7197,208 Flooding
inf_20180526235_CNGR-2018-7197,3,20180526235,2018-06-01 12:00:00,CNGR-2018-7197,320 Verbal Threat to Staff
inf_20180526235_CNGR-2018-7197,4,20180526235,2018-06-01 12:00:00,CNGR-2018-7197,322 Disrespect to Staff
inf_20180527021_CNGR-2018-7197,1,20180527021,2018-06-01 12:00:00,CNGR-2018-7197,114 Obstruction of Plumbing
inf_20180527021_CNGR-2018-7197,2,20180527021,2018-06-01 12:00:00,CNGR-2018-7197,208 Flooding
inf_20180527021_CNGR-2018-7197,3,20180527021,2018-06-01 12:00:00,CNGR-2018-7197,320 Verbal Threat to Staff
inf_20180527021_CNGR-2018-7197,4,20180527021,2018-06-01 12:00:00,CNGR-2018-7197,322 Disrespect to Staff
inf_20180527054_CNGR-2018-7197,1,20180527054,2018-06-01 12:00:00,CNGR-2018-7197,114 Obstruction of Plumbing
inf_20180527054_CNGR-2018-7197,2,20180527054,2018-06-01 12:00:00,CNGR-2018-7197,208 Flooding
inf_20180527054_CNGR-2018-7197,3,20180527054,2018-06-01 12:00:00,CNGR-2018-7197,320 Verbal Threat to Staff
inf_20180527054_CNGR-2018-7197,4,20180527054,2018-06-01 12:00:00,CNGR-2018-7197,322 Disrespect to Staff
inf_20180527055_CNGR-2018-7197,1,20180527055,2018-06-01 12:00:00,CNGR-2018-7197,114 Obstruction of Plumbing
inf_20180527055_CNGR-2018-7197,2,20180527055,2018-06-01 12:00:00,CNGR-2018-7197,208 Flooding
inf_20180527055_CNGR-2018-7197,3,20180527055,2018-06-01 12:00:00,CNGR-2018-7197,320 Verbal Threat to Staff
inf_20180527055_CNGR-2018-7197,4,20180527055,2018-06-01 12:00:00,CNGR-2018-7197,322 Disrespect to Staff
inf_20180528205_CNGR-2018-7197,1,20180528205,2018-06-01 12:00:00,CNGR-2018-7197,114 Obstruction of Plumbing
inf_20180528205_CNGR-2018-7197,2,20180528205,2018-06-01 12:00:00,CNGR-2018-7197,208 Flooding
inf_20180528205_CNGR-2018-7197,3,20180528205,2018-06-01 12:00:00,CNGR-2018-7197,320 Verbal Threat to Staff
inf_20180528205_CNGR-2018-7197,4,20180528205,2018-06-01 12:00:00,CNGR-2018-7197,322 Disrespect to Staff
inf_20180530019_CNGR-2018-7197,1,20180530019,2018-06-01 12:00:00,CNGR-2018-7197,114 Obstruction of Plumbing
inf_20180530019_CNGR-2018-7197,2,20180530019,2018-06-01 12:00:00,CNGR-2018-7197,208 Flooding
inf_20180530019_CNGR-2018-7197,3,20180530019,2018-06-01 12:00:00,CNGR-2018-7197,320 Verbal Threat to Staff
inf_20180530019_CNGR-2018-7197,4,20180530019,2018-06-01 12:00:00,CNGR-2018-7197,322 Disrespect to Staff
inf_20190206112_CNGR-2018-7197,1,20190206112,2018-06-01 12:00:00,CNGR-2018-7197,114 Obstruction of Plumbing
inf_20190206112_CNGR-2018-7197,2,20190206112,2018-06-01 12:00:00,CNGR-2018-7197,208 Flooding
inf_20190206112_CNGR-2018-7197,3,20190206112,2018-06-01 12:00:00,CNGR-2018-7197,320 Verbal Threat to Staff
inf_20190206112_CNGR-2018-7197,4,20190206112,2018-06-01 12:00:00,CNGR-2018-7197,322 Disrespect to Staff
inf_20180404142_CS111-2018-5055,1,20180404142,2018-04-17 11:15:00,CS111-2018-5055,102 Disrupting a Judicial Proceeding
inf_20180404142_CS111-2018-5055,2,20180404142,2018-04-17 11:15:00,CS111-2018-5055,320 Verbal Threat to Staff
inf_20180404142_CS111-2018-5055,3,20180404142,2018-04-17 11:15:00,CS111-2018-5055,322 Disrespect to Staff
inf_20180418126_CS51-2018-6094,1,20180418126,2018-05-09 10:47:00,CS51-2018-6094,207 Fighting
inf_20180503158_CS51-2018-6094,1,20180503158,2018-05-09 10:47:00,CS51-2018-6094,207 Fighting
inf_20180127121_DIV08-2018-10025,1,20180127121,2018-08-05 22:28:00,DIV08-2018-10025,307 Battery
inf_20180222196_DIV08-2018-10038,1,20180222196,2018-08-06 11:05:00,DIV08-2018-10038,105 Disorderly Conduct
inf_20180521171_DIV08-2018-10038,1,20180521171,2018-08-06 11:05:00,DIV08-2018-10038,219 Disobeying or Resisting Orders
inf_20180731068_DIV08-2018-10038,1,20180731068,2018-08-06 11:05:00,DIV08-2018-10038,122 Verbal Threat to an Inmate
inf_20180731068_DIV08-2018-10038,2,20180731068,2018-08-06 11:05:00,DIV08-2018-10038,219 Disobeying or Resisting Orders
inf_20180510183_DIV08-2018-10039,1,20180510183,2018-08-06 09:30:00,DIV08-2018-10039,117 Theft From Another Inmate
inf_20180530128_DIV08-2018-10039,1,20180530128,2018-08-06 09:30:00,DIV08-2018-10039,117 Theft From Another Inmate
inf_20180222196_DIV08-2018-10046,1,20180222196,2018-08-07 12:15:00,DIV08-2018-10046,105 Disorderly Conduct
inf_20180629142_DIV08-2018-10051,1,20180629142,2018-08-06 13:13:00,DIV08-2018-10051,219 Disobeying or Resisting Orders
inf_20180629142_DIV08-2018-10051,2,20180629142,2018-08-06 13:13:00,DIV08-2018-10051,301 Aggravated Verbal Threat
inf_20180629142_DIV08-2018-10051,3,20180629142,2018-08-06 13:13:00,DIV08-2018-10051,320 Verbal Threat to Staff
inf_20170516044_DIV08-2018-10065,1,20170516044,2018-08-06 19:14:00,DIV08-2018-10065,207 Fighting
inf_20180629142_DIV08-2018-10065,1,20180629142,2018-08-06 19:14:00,DIV08-2018-10065,207 Fighting
inf_20180616107_DIV08-2018-10073,1,20180616107,2018-08-06 20:30:00,DIV08-2018-10073,211 Misuse of Medication
inf_20180616107_DIV08-2018-10073,2,20180616107,2018-08-06 20:30:00,DIV08-2018-10073,219 Disobeying or Resisting Orders
inf_20180305011_DIV08-2018-10074,1,20180305011,2018-08-06 22:30:00,DIV08-2018-10074,207 Fighting
inf_20180616205_DIV08-2018-10074,1,20180616205,2018-08-06 22:30:00,DIV08-2018-10074,207 Fighting
inf_20180130234_DIV08-2018-10081,1,20180130234,2018-08-07 08:35:00,DIV08-2018-10081,313 Masturbation
inf_20180510208_DIV08-2018-10113,1,20180510208,2018-08-07 17:50:00,DIV08-2018-10113,105 Disorderly Conduct
inf_20180510208_DIV08-2018-10113,2,20180510208,2018-08-07 17:50:00,DIV08-2018-10113,207 Fighting
inf_20180510208_DIV08-2018-10113,3,20180510208,2018-08-07 17:50:00,DIV08-2018-10113,219 Disobeying or Resisting Orders
inf_20190210012_DIV08-2018-10113,1,20190210012,2018-08-07 17:50:00,DIV08-2018-10113,105 Disorderly Conduct
inf_20190210012_DIV08-2018-10113,2,20190210012,2018-08-07 17:50:00,DIV08-2018-10113,207 Fighting
inf_20190210012_DIV08-2018-10113,3,20190210012,2018-08-07 17:50:00,DIV08-2018-10113,219 Disobeying or Resisting Orders
inf_20180511157_DIV08-2018-10116,1,20180511157,2018-08-07 19:00:00,DIV08-2018-10116,208 Flooding
inf_20180306221_DIV08-2018-10163,1,20180306221,2018-08-08 18:00:00,DIV08-2018-10163,202 Bullying and/or Hazing
inf_20180117134_DIV08-2018-10183,1,20180117134,2018-08-09 09:14:00,DIV08-2018-10183,105 Disorderly Conduct
inf_20180317067_DIV08-2018-10183,1,20180317067,2018-08-09 09:14:00,DIV08-2018-10183,105 Disorderly Conduct
inf_20180108137_DIV08-2018-10208,1,20180108137,2018-08-09 12:50:00,DIV08-2018-10208,105 Disorderly Conduct
inf_20180108137_DIV08-2018-10208,2,20180108137,2018-08-09 12:50:00,DIV08-2018-10208,207 Fighting
inf_20180805101_DIV08-2018-10208,1,20180805101,2018-08-09 12:50:00,DIV08-2018-10208,105 Disorderly Conduct
inf_20180805101_DIV08-2018-10208,2,20180805101,2018-08-09 12:50:00,DIV08-2018-10208,207 Fighting
inf_20180222196_DIV08-2018-10212,1,20180222196,2018-08-09 13:55:00,DIV08-2018-10212,322 Disrespect to Staff
inf_20180516177_DIV08-2018-10216,1,20180516177,2018-08-09 14:30:00,DIV08-2018-10216,105 Disorderly Conduct
inf_20180516177_DIV08-2018-10216,2,20180516177,2018-08-09 14:30:00,DIV08-2018-10216,207 Fighting
inf_20180717092_DIV08-2018-10216,1,20180717092,2018-08-09 14:30:00,DIV08-2018-10216,105 Disorderly Conduct
inf_20180717092_DIV08-2018-10216,2,20180717092,2018-08-09 14:30:00,DIV08-2018-10216,207 Fighting
inf_20180717092_DIV08-2018-10216,3,20180717092,2018-08-09 14:30:00,DIV08-2018-10216,307 Battery
inf_20180222196_DIV08-2018-10228,1,20180222196,2018-08-09 16:40:00,DIV08-2018-10228,105 Disorderly Conduct
inf_20180222196_DIV08-2018-10228,2,20180222196,2018-08-09 16:40:00,DIV08-2018-10228,212 Movement Violation
inf_20180222196_DIV08-2018-10228,3,20180222196,2018-08-09 16:40:00,DIV08-2018-10228,219 Disobeying or Resisting Orders
inf_20180222196_DIV08-2018-10228,4,20180222196,2018-08-09 16:40:00,DIV08-2018-10228,301 Aggravated Verbal Threat
inf_20180222196_DIV08-2018-10228,5,20180222196,2018-08-09 16:40:00,DIV08-2018-10228,320 Verbal Threat to Staff
inf_20180222196_DIV08-2018-10228,6,20180222196,2018-08-09 16:40:00,DIV08-2018-10228,322 Disrespect to Staff
inf_20180222196_DIV08-2018-10228,7,20180222196,2018-08-09 16:40:00,DIV08-2018-10228,404 Battery to Staff
inf_20190226171_DIV08-2018-10241,1,20190226171,2018-08-09 19:50:00,DIV08-2018-10241,219 Disobeying or Resisting Orders
inf_20190226171_DIV08-2018-10241,2,20190226171,2018-08-09 19:50:00,DIV08-2018-10241,320 Verbal Threat to Staff
