event_id,booking_id,bed_start_date_time,bed_assignment,facility,section,cell
bm_20180220172_2018-06-09 10:30:00,20180220172,2018-06-09 10:30:00,DIV6-2P-14-1,Division 6,DIV6-2P,DIV6-2P-14
bm_20160324216_2018-11-15 19:30:00,20160324216,2018-11-15 19:30:00,DIV9-1E-1201-2,Division 9,DIV9-1E,DIV9-1E-1201
bm_20180512196_2018-11-15 14:30:00,20180512196,2018-11-15 14:30:00,DIV6-1P-3-1,Division 6,DIV6-1P,DIV6-1P-3
bm_20160809099_2018-10-19 11:00:00,20160809099,2018-10-19 11:00:00,DIV9-1E-1003-2,Division 9,DIV9-1E,DIV9-1E-1003
bm_20160924121_2018-11-04 15:00:00,20160924121,2018-11-04 15:00:00,DIV9-1E-1002-2,Division 9,DIV9-1E,DIV9-1E-1002
bm_20180314017_2018-11-02 20:30:00,20180314017,2018-11-02 20:30:00,DIV10-3C-3313-1,Division 10,DIV10-3C,DIV10-3C-3313
bm_20180519154_2018-06-11 23:30:00,20180519154,2018-06-11 23:30:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20140924108_2018-03-16 20:30:00,20140924108,2018-03-16 20:30:00,DIV08-5F-D4-16,Division 8 RTU,DIV08-5F,DIV08-5F-D4
bm_20160212131_2018-11-02 19:30:00,20160212131,2018-11-02 19:30:00,DIV10-3C-3313-2,Division 10,DIV10-3C,DIV10-3C-3313
bm_20170729200_2018-11-02 16:00:00,20170729200,2018-11-02 16:00:00,DIV9-1E-1002-1,Division 9,DIV9-1E,DIV9-1E-1002
bm_20160702224_2018-10-29 19:30:00,20160702224,2018-10-29 19:30:00,DIV9-1E-1001-1,Division 9,DIV9-1E,DIV9-1E-1001
bm_20180817009_2018-09-26 14:00:00,20180817009,2018-09-26 14:00:00,Div11-AB-107-2,Division 11,DIV11-AB,DIV11-AB-107
bm_20171003213_2018-11-12 11:00:00,20171003213,2018-11-12 11:00:00,DIV9-1E-1001-2,Division 9,DIV9-1E,DIV9-1E-1001
bm_20180306223_2018-11-13 12:00:00,20180306223,2018-11-13 12:00:00,DIV6-2J-9-1,Division 6,DIV6-2J,DIV6-2J-9
bm_20180613227_2018-11-15 12:30:00,20180613227,2018-11-15 12:30:00,DIV8-2S-2107-3,Division 8,DIV8-2S,DIV8-2S-2107
bm_20180627206_2018-11-15 09:30:00,20180627206,2018-11-15 09:30:00,Div11-BG-301-1,Division 11,DIV11-BG,DIV11-BG-301
bm_20150822092_2018-10-24 21:30:00,20150822092,2018-10-24 21:30:00,DIV9-1G-1088-2,Division 9,DIV9-1G,DIV9-1G-1088
bm_20180824060_2018-11-16 10:28:00,20180824060,2018-11-16 10:28:00,Div11-BB-210-2,Division 11,DIV11-BB,DIV11-BB-210
bm_20180621195_2018-11-07 12:00:00,20180621195,2018-11-07 12:00:00,Div11-AD-103-2,Division 11,DIV11-AD,DIV11-AD-103
bm_20180912118_2018-11-16 08:30:00,20180912118,2018-11-16 08:30:00,DIV9-1H-1060-1,Division 9,DIV9-1H,DIV9-1H-1060
bm_20180322022_2018-10-20 00:00:00,20180322022,2018-10-20 00:00:00,Div11-BB-211-1,Division 11,DIV11-BB,DIV11-BB-211
bm_20170519036_2018-11-16 20:00:00,20170519036,2018-11-16 20:00:00,DIV6-2K-15-1,Division 6,DIV6-2K,DIV6-2K-15
bm_20180515003_2018-06-28 00:00:00,20180515003,2018-06-28 00:00:00,DIV6-1A-17-2,Division 6,DIV6-1A,DIV6-1A-17
bm_20180326172_2018-11-04 10:00:00,20180326172,2018-11-04 10:00:00,DIV10-1C-1314-2,Division 10,DIV10-1C,DIV10-1C-1314
bm_20160519188_2018-11-04 15:30:00,20160519188,2018-11-04 15:30:00,DIV9-1E-1203-1,Division 9,DIV9-1E,DIV9-1E-1203
bm_20180219054_2018-03-19 08:00:00,20180219054,2018-03-19 08:00:00,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT
bm_20180624007_2018-07-03 08:00:00,20180624007,2018-07-03 08:00:00,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT
bm_20180610172_2018-06-18 07:00:00,20180610172,2018-06-18 07:00:00,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT
bm_20180917182_2018-09-25 12:00:00,20180917182,2018-09-25 12:00:00,DIV5-2F-22-1,Division 5,DIV5-2F,DIV5-2F-22
bm_20171222015_2018-10-13 08:00:00,20171222015,2018-10-13 08:00:00,DIV5-2F-22-2,Division 5,DIV5-2F,DIV5-2F-22
bm_20180406056_2018-11-15 23:00:00,20180406056,2018-11-15 23:00:00,DIV10-1D-1419-2,Division 10,DIV10-1D,DIV10-1D-1419
bm_20180719066_2018-08-11 12:30:00,20180719066,2018-08-11 12:30:00,DIV6-1H-12-1,Division 6,DIV6-1H,DIV6-1H-12
bm_20170519036_2018-07-20 19:00:00,20170519036,2018-07-20 19:00:00,DIV6-1A-17-1,Division 6,DIV6-1A,DIV6-1A-17
bm_20180920027_2018-09-28 10:00:00,20180920027,2018-09-28 10:00:00,DIV10-1D-1406-1,Division 10,DIV10-1D,DIV10-1D-1406
bm_20180626209_2018-11-15 23:30:00,20180626209,2018-11-15 23:30:00,DIV6-1B-18-1,Division 6,DIV6-1B,DIV6-1B-18
bm_20181103050_2018-11-03 23:00:00,20181103050,2018-11-03 23:00:00,DIV10-2C-2317-1,Division 10,DIV10-2C,DIV10-2C-2317
bm_20180510074_2018-11-16 01:00:00,20180510074,2018-11-16 01:00:00,DIV08-2F-D2-9,Division 8 RTU,DIV08-2F,DIV08-2F-D2
bm_20180914084_2018-10-05 19:30:00,20180914084,2018-10-05 19:30:00,DIV6-2L-20-1,Division 6,DIV6-2L,DIV6-2L-20
bm_20180706176_2018-11-14 12:00:00,20180706176,2018-11-14 12:00:00,DIV6-2H-4-2,Division 6,DIV6-2H,DIV6-2H-4
bm_20170921021_2018-10-19 20:30:00,20170921021,2018-10-19 20:30:00,DIV6-2K-12-1,Division 6,DIV6-2K,DIV6-2K-12
bm_20180612089_2018-11-10 00:00:00,20180612089,2018-11-10 00:00:00,DIV6-1A-12-2,Division 6,DIV6-1A,DIV6-1A-12
bm_20180302021_2018-09-29 09:00:00,20180302021,2018-09-29 09:00:00,DIV2-D2-U-6,Division 2,DIV2-D2,DIV2-D2-U
bm_20180303015_2018-06-05 19:30:00,20180303015,2018-06-05 19:30:00,DIV10-2A-2109-1,Division 10,DIV10-2A,DIV10-2A-2109
bm_20140501208_2018-11-02 20:00:00,20140501208,2018-11-02 20:00:00,DIV9-1E-1008-1,Division 9,DIV9-1E,DIV9-1E-1008
bm_20180327088_2018-11-10 04:00:00,20180327088,2018-11-10 04:00:00,DIV8-2N-2235-1,Division 8,DIV8-2N,DIV8-2N-2235
bm_20180414027_2018-09-07 17:00:00,20180414027,2018-09-07 17:00:00,DIV9-1E-1003-1,Division 9,DIV9-1E,DIV9-1E-1003
bm_20180122079_2018-07-24 12:30:00,20180122079,2018-07-24 12:30:00,Div11-AG-405-2,Division 11,DIV11-AG,DIV11-AG-405
bm_20180819158_2018-11-15 17:30:00,20180819158,2018-11-15 17:30:00,DIV9-3A-3128-1,Division 9,DIV9-3A,DIV9-3A-3128
bm_20180906137_2018-11-15 23:30:00,20180906137,2018-11-15 23:30:00,DIV9-1G-1289-2,Division 9,DIV9-1G,DIV9-1G-1289
bm_20171023112_2018-11-14 18:30:00,20171023112,2018-11-14 18:30:00,DIV9-1E-1211-1,Division 9,DIV9-1E,DIV9-1E-1211
bm_20160819098_2018-11-14 18:30:00,20160819098,2018-11-14 18:30:00,DIV9-1G-1082-2,Division 9,DIV9-1G,DIV9-1G-1082
bm_20180104071_2018-11-09 20:00:00,20180104071,2018-11-09 20:00:00,DIV 15-EMAW-EM AWOLS-GENERAL,Division 15,DIV15-EMAW,DIV15-EMAW-EM AWOLS
bm_20180303094_2018-10-30 11:30:00,20180303094,2018-10-30 11:30:00,DIV9-3G-3084-1,Division 9,DIV9-3G,DIV9-3G-3084
bm_20181106134_2018-11-15 20:00:00,20181106134,2018-11-15 20:00:00,Div11-BA-201-1,Division 11,DIV11-BA,DIV11-BA-201
bm_20180617003_2018-06-17 22:30:00,20180617003,2018-06-17 22:30:00,Div11-DB-106-2,Division 11,DIV11-DB,DIV11-DB-106
bm_20180922092_2018-11-15 23:00:00,20180922092,2018-11-15 23:00:00,DIV10-1B-1201-2,Division 10,DIV10-1B,DIV10-1B-1201
bm_20180623025_2018-07-05 23:30:00,20180623025,2018-07-05 23:30:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180831141_2018-09-10 13:30:00,20180831141,2018-09-10 13:30:00,Div11-AD-208-1,Division 11,DIV11-AD,DIV11-AD-208
bm_20180626084_2018-10-20 20:30:00,20180626084,2018-10-20 20:30:00,DIV5-2D-1-1,Division 5,DIV5-2D,DIV5-2D-1
bm_20180323192_2018-08-15 16:00:00,20180323192,2018-08-15 16:00:00,DIV10-2C-2311-2,Division 10,DIV10-2C,DIV10-2C-2311
bm_20180316060_2018-05-16 18:00:00,20180316060,2018-05-16 18:00:00,Div11-CB-108-1,Division 11,DIV11-CB,DIV11-CB-108
bm_20180529091_2018-06-03 15:30:00,20180529091,2018-06-03 15:30:00,DIV08-5B-D1-3_X,Division 8 RTU,DIV08-5B,DIV08-5B-D1
bm_20180226191_2018-04-27 13:30:00,20180226191,2018-04-27 13:30:00,DIV10-2D-2424-2,Division 10,DIV10-2D,DIV10-2D-2424
bm_20180525164_2018-11-04 17:00:00,20180525164,2018-11-04 17:00:00,DIV9-1H-1264-1,Division 9,DIV9-1H,DIV9-1H-1264
bm_20180512160_2018-10-18 03:00:00,20180512160,2018-10-18 03:00:00,DIV2-D2-S-5,Division 2,DIV2-D2,DIV2-D2-S
bm_20180331148_2018-11-16 15:30:00,20180331148,2018-11-16 15:30:00,DIV08-4A-8-1,Division 8 RTU,DIV08-4A,DIV08-4A-8
bm_20180515190_2018-11-09 01:30:00,20180515190,2018-11-09 01:30:00,DIV08-4A-3-2,Division 8 RTU,DIV08-4A,DIV08-4A-3
bm_20180331148_2018-11-02 18:30:00,20180331148,2018-11-02 18:30:00,DIV08-3G-D5-24,Division 8 RTU,DIV08-3G,DIV08-3G-D5
bm_20180601103_2018-06-06 21:00:00,20180601103,2018-06-06 21:00:00,DIV08-4C-D2-31,Division 8 RTU,DIV08-4C,DIV08-4C-D2
bm_20171219007_2018-10-28 08:00:00,20171219007,2018-10-28 08:00:00,Div11-DB-207-2,Division 11,DIV11-DB,DIV11-DB-207
bm_20170604052_2018-08-30 13:35:00,20170604052,2018-08-30 13:35:00,DIV10-4A-4114-1,Division 10,DIV10-4A,DIV10-4A-4114
bm_20180522051_2018-11-14 09:30:00,20180522051,2018-11-14 09:30:00,DIV08-3G-D5-6_X_C,Division 8 RTU,DIV08-3G,DIV08-3G-D5
bm_20180613055_2018-10-30 14:30:00,20180613055,2018-10-30 14:30:00,DIV08-4B-D1-30,Division 8 RTU,DIV08-4B,DIV08-4B-D1
bm_20171207081_2018-10-16 20:00:00,20171207081,2018-10-16 20:00:00,DIV5-2E-11-1,Division 5,DIV5-2E,DIV5-2E-11
bm_20180907200_2018-11-08 21:16:00,20180907200,2018-11-08 21:16:00,DIV9-2E-2011-2,Division 9,DIV9-2E,DIV9-2E-2011
bm_20180519118_2018-10-27 10:00:00,20180519118,2018-10-27 10:00:00,DIV08-5F-D4-5,Division 8 RTU,DIV08-5F,DIV08-5F-D4
bm_20180516182_2018-11-08 21:30:00,20180516182,2018-11-08 21:30:00,DIV8-2W-2205-3_X,Division 8,DIV8-2W,DIV8-2W-2205
bm_20180418060_2018-11-16 12:00:00,20180418060,2018-11-16 12:00:00,Div11-DC-105-2,Division 11,DIV11-DC,DIV11-DC-105
bm_20180502109_2018-11-15 19:00:00,20180502109,2018-11-15 19:00:00,DIV6-2N-6-1,Division 6,DIV6-2N,DIV6-2N-6
bm_20181104176_2018-11-10 11:20:00,20181104176,2018-11-10 11:20:00,DIV9-1G-1291-2,Division 9,DIV9-1G,DIV9-1G-1291
bm_20180813190_2018-11-09 18:30:00,20180813190,2018-11-09 18:30:00,DIV9-1G-1292-2,Division 9,DIV9-1G,DIV9-1G-1292
bm_20181030042_2018-11-14 11:30:00,20181030042,2018-11-14 11:30:00,DIV6-2H-14-1,Division 6,DIV6-2H,DIV6-2H-14
bm_20180330219_2018-10-23 20:30:00,20180330219,2018-10-23 20:30:00,DIV9-1G-1089-1,Division 9,DIV9-1G,DIV9-1G-1089
bm_20180418060_2018-11-06 17:30:00,20180418060,2018-11-06 17:30:00,DIV9-1H-1267-2,Division 9,DIV9-1H,DIV9-1H-1267
bm_20181014001_2018-11-09 18:30:00,20181014001,2018-11-09 18:30:00,DIV9-1H-1064-2,Division 9,DIV9-1H,DIV9-1H-1064
bm_20151210233_2018-10-30 09:00:00,20151210233,2018-10-30 09:00:00,DIV9-1F-1025-1,Division 9,DIV9-1F,DIV9-1F-1025
bm_20180618141_2018-10-30 13:30:00,20180618141,2018-10-30 13:30:00,DIV6-1D-17-2,Division 6,DIV6-1D,DIV6-1D-17
bm_20170901195_2018-11-09 18:30:00,20170901195,2018-11-09 18:30:00,DIV9-1H-1260-1,Division 9,DIV9-1H,DIV9-1H-1260
bm_20180929005_2018-09-29 23:30:00,20180929005,2018-09-29 23:30:00,Div11-AJ-410-2,Division 11,DIV11-AJ,DIV11-AJ-410
bm_20180719054_2018-09-07 20:30:00,20180719054,2018-09-07 20:30:00,Div11-BG-312-2,Division 11,DIV11-BG,DIV11-BG-312
bm_20181115226_2018-11-16 00:00:00,20181115226,2018-11-16 00:00:00,Div11-BB-209-2,Division 11,DIV11-BB,DIV11-BB-209
bm_20180824060_2018-10-04 09:00:00,20180824060,2018-10-04 09:00:00,Div11-BB-107-1,Division 11,DIV11-BB,DIV11-BB-107
bm_20180928195_2018-10-12 11:00:00,20180928195,2018-10-12 11:00:00,Div11-AF-402-2,Division 11,DIV11-AF,DIV11-AF-402
bm_20180211099_2018-10-15 17:00:00,20180211099,2018-10-15 17:00:00,DIV5-2E-18-1,Division 5,DIV5-2E,DIV5-2E-18
bm_20180512113_2018-06-01 09:30:00,20180512113,2018-06-01 09:30:00,DIV08-3F-D4-27,Division 8 RTU,DIV08-3F,DIV08-3F-D4
bm_20180912118_2018-11-10 09:30:00,20180912118,2018-11-10 09:30:00,DIV08-4A-8-1,Division 8 RTU,DIV08-4A,DIV08-4A-8
bm_20180514157_2018-11-14 23:30:00,20180514157,2018-11-14 23:30:00,Div11-AJ-410-1,Division 11,DIV11-AJ,DIV11-AJ-410
bm_20160905160_2018-11-15 15:30:00,20160905160,2018-11-15 15:30:00,DIV6-2H-13-2,Division 6,DIV6-2H,DIV6-2H-13
bm_20180420039_2018-11-16 01:30:00,20180420039,2018-11-16 01:30:00,DIV08-3F-D4-18,Division 8 RTU,DIV08-3F,DIV08-3F-D4
bm_20180516086_2018-11-14 23:00:00,20180516086,2018-11-14 23:00:00,Div11-DD-108-2,Division 11,DIV11-DD,DIV11-DD-108
bm_20180515197_2018-10-11 19:30:00,20180515197,2018-10-11 19:30:00,DIV9-2H-2067-1,Division 9,DIV9-2H,DIV9-2H-2067
bm_20180316044_2018-11-14 23:30:00,20180316044,2018-11-14 23:30:00,Div11-AF-401-2,Division 11,DIV11-AF,DIV11-AF-401
bm_20170824022_2018-07-17 13:12:00,20170824022,2018-07-17 13:12:00,DIV10-1D-1417-1,Division 10,DIV10-1D,DIV10-1D-1417
bm_20180317016_2018-11-15 08:00:00,20180317016,2018-11-15 08:00:00,Div11-AH-304-2,Division 11,DIV11-AH,DIV11-AH-304
bm_20170504087_2018-10-31 11:45:00,20170504087,2018-10-31 11:45:00,DIV9-1H-1264-2,Division 9,DIV9-1H,DIV9-1H-1264
bm_20180420039_2018-11-15 08:30:00,20180420039,2018-11-15 08:30:00,DIV6-1B-9-1,Division 6,DIV6-1B,DIV6-1B-9
bm_20180510074_2018-11-15 23:30:00,20180510074,2018-11-15 23:30:00,DIV6-2J-11-1,Division 6,DIV6-2J,DIV6-2J-11
bm_20180411024_2018-11-15 20:00:00,20180411024,2018-11-15 20:00:00,Div11-DG-304-1,Division 11,DIV11-DG,DIV11-DG-304
bm_20180502163_2018-09-26 19:00:00,20180502163,2018-09-26 19:00:00,DIV10-1D-1419-1,Division 10,DIV10-1D,DIV10-1D-1419
bm_20180404123_2018-11-08 18:00:00,20180404123,2018-11-08 18:00:00,DIV6-1N-21-1,Division 6,DIV6-1N,DIV6-1N-21
bm_20180905030_2018-11-08 12:00:00,20180905030,2018-11-08 12:00:00,DIV10-1D-1419-2,Division 10,DIV10-1D,DIV10-1D-1419
bm_20180406056_2018-04-16 08:00:00,20180406056,2018-04-16 08:00:00,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT
bm_20181015079_2018-11-14 16:00:00,20181015079,2018-11-14 16:00:00,Div11-DH-406-2,Division 11,DIV11-DH,DIV11-DH-406
bm_20180114164_2018-11-15 19:30:00,20180114164,2018-11-15 19:30:00,DIV2-D2-W-18,Division 2,DIV2-D2,DIV2-D2-W
bm_20180625129_2018-07-11 22:30:00,20180625129,2018-07-11 22:30:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180922092_2018-09-29 02:00:00,20180922092,2018-09-29 02:00:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180209113_2018-02-09 19:30:00,20180209113,2018-02-09 19:30:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180601183_2018-11-13 14:30:00,20180601183,2018-11-13 14:30:00,DIV8-2S-2131-1,Division 8,DIV8-2S,DIV8-2S-2131
bm_20160324216_2018-11-03 16:30:00,20160324216,2018-11-03 16:30:00,DIV9-3C-3165-1,Division 9,DIV9-3C,DIV9-3C-3165
bm_20171030019_2018-11-15 15:00:00,20171030019,2018-11-15 15:00:00,DIV2-D3-BB-27,Division 2,DIV2-D3,DIV2-D3-BB
bm_20180502046_2018-06-30 01:00:00,20180502046,2018-06-30 01:00:00,DIV2-D3-BB-37,Division 2,DIV2-D3,DIV2-D3-BB
bm_20180731033_2018-10-23 10:00:00,20180731033,2018-10-23 10:00:00,DIV2-D3-BB-30,Division 2,DIV2-D3,DIV2-D3-BB
bm_20180114164_2018-11-10 03:30:00,20180114164,2018-11-10 03:30:00,DIV2-D3-BB-31,Division 2,DIV2-D3,DIV2-D3-BB
bm_20180807014_2018-09-21 11:00:00,20180807014,2018-09-21 11:00:00,DIV2-D3-BB-2,Division 2,DIV2-D3,DIV2-D3-BB
bm_20180906137_2018-11-15 15:00:00,20180906137,2018-11-15 15:00:00,DIV2-D3-BB-29,Division 2,DIV2-D3,DIV2-D3-BB
bm_20180428060_2018-11-15 11:00:00,20180428060,2018-11-15 11:00:00,DIV10-4D-4410-2,Division 10,DIV10-4D,DIV10-4D-4410
bm_20181108045_2018-11-10 09:00:00,20181108045,2018-11-10 09:00:00,DIV08-2G-D3-17,Division 8 RTU,DIV08-2G,DIV08-2G-D3
bm_20181106134_2018-11-12 20:30:00,20181106134,2018-11-12 20:30:00,DIV9-1H-1060-1,Division 9,DIV9-1H,DIV9-1H-1060
bm_20180411024_2018-11-07 19:30:00,20180411024,2018-11-07 19:30:00,DIV9-1H-1063-2,Division 9,DIV9-1H,DIV9-1H-1063
bm_20171008070_2018-11-13 19:30:00,20171008070,2018-11-13 19:30:00,DIV6-2Q-1-2,Division 6,DIV6-2Q,DIV6-2Q-1
bm_20130215273_2018-11-09 11:30:00,20130215273,2018-11-09 11:30:00,DIV10-3A-3121-1,Division 10,DIV10-3A,DIV10-3A-3121
bm_20180612010_2018-10-11 10:00:00,20180612010,2018-10-11 10:00:00,DIV2-D3-DD-28,Division 2,DIV2-D3,DIV2-D3-DD
bm_20180715046_2018-11-08 21:30:00,20180715046,2018-11-08 21:30:00,DIV8-2N-2267-1,Division 8,DIV8-2N,DIV8-2N-2267
bm_20180502109_2018-09-13 20:00:00,20180502109,2018-09-13 20:00:00,DIV6-2N-6-1,Division 6,DIV6-2N,DIV6-2N-6
bm_20180415142_2018-04-21 00:00:00,20180415142,2018-04-21 00:00:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180815165_2018-08-30 00:00:00,20180815165,2018-08-30 00:00:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180405106_2018-04-07 01:30:00,20180405106,2018-04-07 01:30:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20180626209_2018-11-15 07:30:00,20180626209,2018-11-15 07:30:00,DIV 15-HP-HOSPITAL-GENERAL,Division 15,DIV15-HP,DIV15-HP-HOSPITAL
bm_20170827074_2018-11-14 18:00:00,20170827074,2018-11-14 18:00:00,DIV 15-HP-HOSPITAL-GENERAL,Division 15,DIV15-HP,DIV15-HP-HOSPITAL
bm_20180404119_2018-04-10 02:30:00,20180404119,2018-04-10 02:30:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20140911248_2018-10-29 13:30:00,20140911248,2018-10-29 13:30:00,DIV9-1G-1084-2,Division 9,DIV9-1G,DIV9-1G-1084
bm_20180509111_2018-11-15 11:00:00,20180509111,2018-11-15 11:00:00,DIV10-3A-3124-1,Division 10,DIV10-3A,DIV10-3A-3124
bm_20180819158_2018-11-12 11:00:00,20180819158,2018-11-12 11:00:00,DIV9-1E-1005-2,Division 9,DIV9-1E,DIV9-1E-1005
bm_20181107213_2018-11-15 11:30:00,20181107213,2018-11-15 11:30:00,DIV08-4H-D6-1,Division 8 RTU,DIV08-4H,DIV08-4H-D6
bm_20180526180_2018-11-09 12:30:00,20180526180,2018-11-09 12:30:00,DIV 15-EMAW-EM AWOLS-GENERAL,Division 15,DIV15-EMAW,DIV15-EMAW-EM AWOLS
bm_20180223117_2018-11-02 21:30:00,20180223117,2018-11-02 21:30:00,Div11-AF-304-1,Division 11,DIV11-AF,DIV11-AF-304
bm_20170110119_2018-11-15 09:30:00,20170110119,2018-11-15 09:30:00,DIV08-4E-2-1,Division 8 RTU,DIV08-4E,DIV08-4E-2
bm_20180510074_2018-06-22 00:00:00,20180510074,2018-06-22 00:00:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20170806084_2018-05-14 13:30:00,20170806084,2018-05-14 13:30:00,DIV6-2P-16-1,Division 6,DIV6-2P,DIV6-2P-16
bm_20180526228_2018-09-14 00:30:00,20180526228,2018-09-14 00:30:00,DIV10-2C-2324-2,Division 10,DIV10-2C,DIV10-2C-2324
bm_20180416168_2018-11-13 10:00:00,20180416168,2018-11-13 10:00:00,DIV6-1J-15-1,Division 6,DIV6-1J,DIV6-1J-15
bm_20180223066_2018-09-21 11:30:00,20180223066,2018-09-21 11:30:00,DIV9-1D-1388-1,Division 9,DIV9-1D,DIV9-1D-1388
bm_20180328027_2018-11-15 14:30:00,20180328027,2018-11-15 14:30:00,DIV9-2H-2062-2,Division 9,DIV9-2H,DIV9-2H-2062
bm_20180320006_2018-10-05 12:10:00,20180320006,2018-10-05 12:10:00,DIV 15-US-US MARSHAL-GENERAL,Division 15,DIV15-US,DIV15-US-US MARSHAL
bm_20160905160_2018-11-13 09:30:00,20160905160,2018-11-13 09:30:00,DIV6-1J-2-2,Division 6,DIV6-1J,DIV6-1J-2
bm_20180620037_2018-11-05 11:30:00,20180620037,2018-11-05 11:30:00,DIV10-1B-1205-1,Division 10,DIV10-1B,DIV10-1B-1205
bm_20180725032_2018-08-14 04:30:00,20180725032,2018-08-14 04:30:00,DIV2-D2-V-31,Division 2,DIV2-D2,DIV2-D2-V
bm_20171030019_2018-11-08 23:30:00,20171030019,2018-11-08 23:30:00,DIV2-D2-V-40,Division 2,DIV2-D2,DIV2-D2-V
bm_20180906137_2018-09-19 11:30:00,20180906137,2018-09-19 11:30:00,DIV2-D2-V-33,Division 2,DIV2-D2,DIV2-D2-V
bm_20140501212_2018-07-10 13:00:00,20140501212,2018-07-10 13:00:00,DIV9-1B-1305-1,Division 9,DIV9-1B,DIV9-1B-1305
bm_20180512196_2018-11-14 21:30:00,20180512196,2018-11-14 21:30:00,DIV6-1P-1-1,Division 6,DIV6-1P,DIV6-1P-1
bm_20180730176_2018-11-15 13:00:00,20180730176,2018-11-15 13:00:00,Div11-BD-207-1,Division 11,DIV11-BD,DIV11-BD-207
bm_20181012104_2018-10-12 23:30:00,20181012104,2018-10-12 23:30:00,DIV6-1P-13-1,Division 6,DIV6-1P,DIV6-1P-13
bm_20180917134_2018-11-13 10:00:00,20180917134,2018-11-13 10:00:00,DIV6-1J-15-2,Division 6,DIV6-1J,DIV6-1J-15
bm_20180902046_2018-09-18 10:00:00,20180902046,2018-09-18 10:00:00,DIV6-2L-10-2,Division 6,DIV6-2L,DIV6-2L-10
bm_20180109175_2018-10-29 10:00:00,20180109175,2018-10-29 10:00:00,DIV5-2E-9-1,Division 5,DIV5-2E,DIV5-2E-9
bm_20180629038_2018-07-03 23:00:00,20180629038,2018-07-03 23:00:00,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING
bm_20150131086_2018-10-23 09:00:00,20150131086,2018-10-23 09:00:00,DIV08-3A-8-2,Division 8 RTU,DIV08-3A,DIV08-3A-8
bm_20180328027_2018-11-13 08:00:00,20180328027,2018-11-13 08:00:00,DIV08-3E-7-1,Division 8 RTU,DIV08-3E,DIV08-3E-7
bm_20180613227_2018-11-14 21:00:00,20180613227,2018-11-14 21:00:00,DIV8-2N-2235-2,Division 8,DIV8-2N,DIV8-2N-2235
bm_20181108011_2018-11-09 11:30:00,20181108011,2018-11-09 11:30:00,DIV08-2G-D3-32,Division 8 RTU,DIV08-2G,DIV08-2G-D3
bm_20180730176_2018-11-14 21:00:00,20180730176,2018-11-14 21:00:00,DIV08-3G-D5-29,Division 8 RTU,DIV08-3G,DIV08-3G-D5
bm_20180606009_2018-10-30 14:00:00,20180606009,2018-10-30 14:00:00,DIV9-3C-3168-2,Division 9,DIV9-3C,DIV9-3C-3168
bm_20180601038_2018-11-15 10:00:00,20180601038,2018-11-15 10:00:00,Div11-BG-310-2,Division 11,DIV11-BG,DIV11-BG-310
bm_20181107213_2018-11-13 11:30:00,20181107213,2018-11-13 11:30:00,DIV08-2F-D2-16,Division 8 RTU,DIV08-2F,DIV08-2F-D2
bm_20180428060_2018-11-06 20:00:00,20180428060,2018-11-06 20:00:00,DIV9-1H-1061-2,Division 9,DIV9-1H,DIV9-1H-1061
bm_20170805011_2018-11-09 21:30:00,20170805011,2018-11-09 21:30:00,DIV9-1H-1066-1,Division 9,DIV9-1H,DIV9-1H-1066
