booking_id,facility,section,cell,bed_assignment,bed_start_date,bed_end_date
20180101012,Division 11,DIV11-BD,DIV11-BD-110,Div11-BD-110-1,2018-01-01 23:30:00,2018-01-02 10:20:00
20180101012,Division 11,DIV11-BJ,DIV11-BJ-405,Div11-BJ-405-2,2018-01-02 10:20:00,2018-03-09 18:00:00
20180101020,Division 11,DIV11-BD,DIV11-BD-203,Div11-BD-203-2,2018-01-01 23:30:00,2018-04-20 04:00:00
20180101025,Division 11,DIV11-BD,DIV11-BD-210,Div11-BD-210-1,2018-01-01 23:30:00,2018-01-02 10:00:00
20180101025,Division 11,DIV11-AD,DIV11-AD-207,Div11-AD-207-1,2018-01-02 10:00:00,2018-04-09 05:00:00
20180101028,Division 11,DIV11-BB,DIV11-BB-101,Div11-BB-101-1,2018-01-01 23:30:00,2018-01-02 10:20:00
20180101028,Division 11,DIV11-DH,DIV11-DH-302,Div11-DH-302-2,2018-01-02 10:20:00,2018-01-27 00:00:00
20180101028,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-27 20:00:00,
20180101030,Division 8,DIV8-2N,DIV8-2N-2235,DIV8-2N-2235-2,2018-01-02 02:00:00,2018-01-03 18:30:00
20180101030,Division 8 RTU,DIV08-2F,DIV08-2F-D2,DIV08-2F-D2-17,2018-01-03 21:00:00,2018-01-07 09:00:00
20180101030,Division 10,DIV10-2C,DIV10-2C-2304,DIV10-2C-2304-1,2018-01-07 10:30:00,2018-03-04 09:00:00
20180101030,Division 9,DIV9-2F,DIV9-2F-2032,DIV9-2F-2032-1,2018-03-04 10:00:00,2018-03-04 11:30:00
20180101030,Division 9,DIV9-2F,DIV9-2F-2225,DIV9-2F-2225-2,2018-03-04 11:00:00,2018-03-31 06:00:00
20180101030,Division 15,DIV15-JF,DIV15-JF-JEFFERSON CO,DIV 15-JF-JEFFERSON CO-GENERAL,2018-03-31 06:00:00,2018-04-29 01:00:00
20180101030,Division 9,DIV9-2F,DIV9-2F-2034,DIV9-2F-2034-1,2018-04-29 02:00:00,2018-08-04 06:07:00
20180101030,Division 15,DIV15-LV,DIV15-LV-LIVINGSTON CO,DIV 15-LV-LIVINGSTON CO-GENERAL,2018-08-04 08:00:00,2018-08-25 19:00:00
20180101030,Division 9,DIV9-2F,DIV9-2F-2233,DIV9-2F-2233-1,2018-08-25 19:00:00,2018-10-17 16:00:00
20180101030,Division 9,DIV9-2F,DIV9-2F-2030,DIV9-2F-2030-2,2018-10-17 16:00:00,
20180101037,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-02 00:00:00,2018-08-10 04:00:00
20180101037,Division 15,DIV15-EMAW,DIV15-EMAW-EM AWOLS,DIV 15-EMAW-EM AWOLS-GENERAL,2018-08-10 04:30:00,2018-09-30 17:00:00
20180101037,Division 8 RTU,DIV08-2F,DIV08-2F-D2,DIV08-2F-D2-1,2018-09-30 23:00:00,2018-10-06 20:00:00
20180101037,Division 11,DIV11-BJ,DIV11-BJ-411,Div11-BJ-411-1,2018-10-06 21:30:00,2018-11-06 19:00:00
20180101037,Division 11,DIV11-BJ,DIV11-BJ-411,Div11-BJ-411-2,2018-11-06 19:00:00,2018-11-26 03:00:00
20180101045,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-02 00:00:00,2018-03-19 17:30:00
20180101048,Division 11,DIV11-BD,DIV11-BD-212,Div11-BD-212-1,2018-01-01 23:30:00,2018-01-29 11:00:00
20180101048,Division 6,DIV6-1P,DIV6-1P-14,DIV6-1P-14-1,2018-01-29 11:30:00,2018-01-31 19:00:00
20180101048,Division 6,DIV6-1A,DIV6-1A-18,DIV6-1A-18-1,2018-01-31 19:00:00,2018-02-07 16:30:00
20180101048,Division 6,DIV6-1L,DIV6-1L-6,DIV6-1L-6-2,2018-02-07 16:30:00,2018-02-17 09:30:00
20180101048,Division 6,DIV6-2H,DIV6-2H-2,DIV6-2H-2-1,2018-02-17 09:30:00,2018-03-05 10:00:00
20180101048,Division 11,DIV11-AA,DIV11-AA-107,Div11-AA-107-2,2018-03-05 12:00:00,2018-03-17 19:00:00
20180101048,Division 11,DIV11-DB,DIV11-DB-212,Div11-DB-212-2,2018-03-17 19:00:00,2018-03-25 09:00:00
20180101048,Division 11,DIV11-DG,DIV11-DG-312,Div11-DG-312-1,2018-03-25 09:00:00,2018-06-21 04:30:00
20180101061,Division 11,DIV11-BD,DIV11-BD-103,Div11-BD-103-2,2018-01-01 23:30:00,2018-01-02 10:00:00
20180101061,Division 11,DIV11-BJ,DIV11-BJ-405,Div11-BJ-405-1,2018-01-02 10:00:00,2018-01-25 16:00:00
20180101061,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-25 00:00:00,2018-04-14 11:00:00
20180101061,Division 6,DIV6-2Q,DIV6-2Q-1,DIV6-2Q-1-2,2018-04-14 13:19:00,2018-04-19 19:30:00
20180101061,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-04-19 23:30:00,
20180101064,Division 2,DIV2-D4,DIV2-D4-RU,DIV2-D4-RU-16,2018-01-02 01:00:00,2018-01-03 18:00:00
20180101064,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-03 23:00:00,2018-06-28 17:30:00
20180101064,Division 11,DIV11-BB,DIV11-BB-208,Div11-BB-208-2,2018-06-28 23:30:00,2018-06-29 09:00:00
20180101064,Division 11,DIV11-AB,DIV11-AB-206,Div11-AB-206-1,2018-06-29 09:00:00,2018-07-02 05:00:00
20180101067,Division 6,DIV6-2P,DIV6-2P-1,DIV6-2P-1-2,2018-01-01 23:30:00,2018-02-15 00:00:00
20180101067,Division 9,DIV9-1H,DIV9-1H-1063,DIV9-1H-1063-1,2018-02-15 00:00:00,2018-03-04 11:00:00
20180101067,Division 4,DIV4-J2,DIV4-J2-224,DIV4-J2-224-2,2018-03-04 11:00:00,2018-05-04 08:00:00
20180101067,Division 10,DIV10-2D,DIV10-2D-2418,DIV10-2D-2418-2,2018-05-04 09:00:00,2018-05-10 18:00:00
20180101067,Division 10,DIV10-2D,DIV10-2D-2406,DIV10-2D-2406-1,2018-05-10 18:00:00,2018-06-07 04:00:00
20180101070,Division 2,DIV2-D4,DIV2-D4-RU,DIV2-D4-RU-6,2018-01-02 01:00:00,2018-01-08 18:55:00
20180101070,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-09 00:00:00,2018-04-30 14:17:37
20180101072,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-02 00:00:00,2018-06-01 23:30:00
20180101072,Division 2,DIV2-D4,DIV2-D4-RL,DIV2-D4-RL-33,2018-06-01 23:30:00,2018-06-04 10:00:00
20180101072,Division 11,DIV11-AG,DIV11-AG-305,Div11-AG-305-2,2018-06-04 10:30:00,2018-07-25 18:30:00
20180101077,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-02 00:00:00,2018-03-20 15:31:23
20180101079,Division 11,DIV11-BB,DIV11-BB-107,Div11-BB-107-2,2018-01-01 23:30:00,2018-01-02 10:20:00
20180101079,Division 11,DIV11-DF,DIV11-DF-408,Div11-DF-408-1,2018-01-02 10:20:00,2018-01-02 17:30:00
20180101079,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-03 00:00:00,2018-04-12 17:30:00
20180101079,Division 6,DIV6-1K,DIV6-1K-12,DIV6-1K-12-1,2018-04-13 00:00:00,2018-05-03 12:00:00
20180101079,Division 11,DIV11-AF,DIV11-AF-411,Div11-AF-411-1,2018-05-03 12:30:00,2018-05-09 18:30:00
20180101079,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-05-09 23:00:00,2018-08-22 19:30:00
20180101079,Division 2,DIV2-D2,DIV2-D2-R,DIV2-D2-R-31,2018-08-23 00:30:00,2018-12-14 16:30:00
20180101079,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-12-15 00:00:00,
20180101080,Division 6,DIV6-1Q,DIV6-1Q-17,DIV6-1Q-17-1,2018-01-01 23:30:00,2018-01-02 09:45:00
20180101080,Division 2,DIV2-D4,DIV2-D4-LU,DIV2-D4-LU-43,2018-01-02 10:30:00,2018-01-31 05:00:00
20180101080,Division 2,DIV2-D4,DIV2-D4-RL,DIV2-D4-RL-14,2018-01-31 05:00:00,2018-02-13 21:30:00
20180101080,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-02-13 23:30:00,2018-04-24 20:19:09
20180101082,Division 8 RTU,DIV08-2B,DIV08-2B-D1,DIV08-2B-D1-11,2018-01-01 20:20:00,2018-01-13 10:30:00
20180101082,Division 8 RTU,DIV08-3F,DIV08-3F-D4,DIV08-3F-D4-33,2018-01-13 10:30:00,2018-01-16 17:00:00
20180101082,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,2018-01-16 00:00:00,2018-03-03 00:00:00
20180101082,Division 8 RTU,DIV08-3C,DIV08-3C-D2,DIV08-3C-D2-36,2018-03-03 00:50:00,2018-03-03 10:30:00
20180101083,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-02 00:00:00,2018-06-19 15:43:38
20180101093,Division 8,DIV8-2N,DIV8-2N-2237,DIV8-2N-2237-1_X,2018-01-01 21:00:00,2018-01-16 04:00:00
20180101093,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,2018-01-16 00:00:00,2018-03-05 19:08:19
20180101108,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-02 00:00:00,2018-06-14 19:30:00
20180101108,Division 11,DIV11-DJ,DIV11-DJ-408,Div11-DJ-408-2,2018-06-15 00:30:00,2018-06-18 05:00:00
20180101114,,,,,,
20180101140,Division 6,DIV6-2P,DIV6-2P-4,DIV6-2P-4-2,2018-01-01 23:30:00,2018-01-02 16:30:00
20180101140,Division 6,DIV6-1R,DIV6-1R-9,DIV6-1R-9-1,2018-01-02 16:30:00,2018-02-27 21:30:00
20180101140,Division 6,DIV6-1R,DIV6-1R-9,DIV6-1R-9-2,2018-02-27 21:30:00,2018-05-17 13:30:00
20180101140,Division 2,DIV2-D4,DIV2-D4-OU,DIV2-D4-OU-34,2018-05-17 14:00:00,2018-06-30 02:00:00
20180101140,Division 2,DIV2-D2,DIV2-D2-N,DIV2-D2-N-38,2018-06-30 02:00:00,2018-08-06 04:30:00
20180101145,Division 5,DIV5-2L,DIV5-2L-18,DIV5-2L-18-1,2018-01-01 20:00:00,2018-01-02 19:00:00
20180101145,Division 5,DIV5-2D,DIV5-2D-16,DIV5-2D-16-2,2018-01-02 19:00:00,2018-01-06 20:30:00
20180101145,Division 5,DIV5-2D,DIV5-2D-14,DIV5-2D-14-2,2018-01-02 19:00:00,2018-01-02 19:00:00
20180101145,Division 5,DIV5-2D,DIV5-2D-11,DIV5-2D-11-2,2018-01-06 20:30:00,2018-01-08 18:00:00
20180101145,Division 17,DIV17-SFFP,DIV17-SFFP-SFFP,DIV17-SFFP-SFFP-General,2018-01-09 00:00:00,2018-04-13 14:06:17
20180102010,Division 11,DIV11-AJ,DIV11-AJ-308,Div11-AJ-308-2,2018-01-02 23:00:00,2018-01-04 05:00:00
20180102010,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,2018-01-04 08:00:00,2018-02-09 21:00:00
20180102010,Division 11,DIV11-AC,DIV11-AC-205,Div11-AC-205-2,2018-02-09 00:00:00,2018-02-10 00:00:00
20180102010,Division 11,DIV11-AC,DIV11-AC-205,Div11-AC-205-2,2018-02-10 03:00:00,2018-04-09 08:30:00
20180102030,Division 8 RTU,DIV08-2G,DIV08-2G-D3,DIV08-2G-D3-19,2018-01-03 01:30:00,2018-01-08 11:00:00
20180102030,Division 6,DIV6-2L,DIV6-2L-2,DIV6-2L-2-1,2018-01-08 14:20:00,2018-02-27 16:00:00
20180102030,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-02-27 23:30:00,2018-05-10 20:30:00
20180102030,Division 15,DIV15-EMAW,DIV15-EMAW-EM AWOLS,DIV 15-EMAW-EM AWOLS-GENERAL,2018-05-10 20:30:00,2018-05-13 19:00:00
20180102030,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-05-10 20:30:00,2018-05-10 20:30:00
20180102030,Division 15,DIV15-EMAW,DIV15-EMAW-EM AWOLS,DIV 15-EMAW-EM AWOLS-GENERAL,2018-05-10 20:30:00,2018-05-10 21:00:00
20180102030,Division 2,DIV2-D4,DIV2-D4-PL,DIV2-D4-PL-27,2018-05-13 23:30:00,2018-06-07 19:00:00
20180102030,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-06-08 00:00:00,2018-08-23 19:10:58
20180102035,Division 6,DIV6-2R,DIV6-2R-8,DIV6-2R-8-1,2018-01-02 23:00:00,2018-02-10 12:30:00
20180102035,Division 9,DIV9-1H,DIV9-1H-1068,DIV9-1H-1068-2,2018-02-10 13:30:00,2018-02-19 11:00:00
20180102035,Division 11,DIV11-DC,DIV11-DC-202,Div11-DC-202-2,2018-02-19 11:30:00,2018-04-06 05:00:00
20180102036,Division 4,DIV4-L1,DIV4-L1-106,DIV4-L1-106-1,2018-01-03 01:00:00,2018-01-19 19:30:00
20180102036,Division 4,DIV4-L1,DIV4-L1-106,DIV4-L1-106-1,2018-01-20 00:21:00,2018-01-20 15:30:00
20180102036,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-20 23:00:00,2018-03-22 17:00:00
20180102036,Division 10,DIV10-1B,DIV10-1B-1211,DIV10-1B-1211-1,2018-03-23 00:00:00,2018-03-26 04:30:00
20180102036,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,2018-03-26 08:00:00,2018-11-23 08:31:53
20180102039,Division 2,DIV2-D4,DIV2-D4-NL,DIV2-D4-NL-45,2018-01-03 01:30:00,2018-01-07 13:15:00
20180102039,Division 6,DIV6-1P,DIV6-1P-8,DIV6-1P-8-1,2018-01-07 13:00:00,2018-01-10 16:00:00
20180102039,Division 6,DIV6-2H,DIV6-2H-13,DIV6-2H-13-1,2018-01-10 16:00:00,2018-01-24 21:30:00
20180102039,Division 6,DIV6-2L,DIV6-2L-4,DIV6-2L-4-1,2018-01-17 21:30:00,2018-05-03 12:30:00
20180102039,Division 11,DIV11-AF,DIV11-AF-401,Div11-AF-401-1,2018-05-03 12:30:00,2018-05-08 17:30:00
20180102039,Division 6,DIV6-1Q,DIV6-1Q-10,DIV6-1Q-10-1,2018-05-08 08:00:00,2018-05-11 10:30:00
20180102039,Division 11,DIV11-AF,DIV11-AF-402,Div11-AF-402-1,2018-05-11 14:00:00,2018-11-15 04:00:00
20180102043,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-03 00:00:00,2018-06-12 17:30:00
20180102043,Division 11,DIV11-BJ,DIV11-BJ-310,Div11-BJ-310-2,2018-06-12 23:30:00,2018-06-14 04:30:00
20180102045,Division 11,DIV11-AH,DIV11-AH-411,Div11-AH-411-1,2018-01-02 23:00:00,2018-01-16 04:00:00
20180102045,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,2018-01-16 00:00:00,2018-07-26 22:00:00
20180102045,Division 11,DIV11-AB,DIV11-AB-211,Div11-AB-211-2,2018-07-26 23:30:00,2018-07-29 16:30:00
20180102045,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-07-29 23:00:00,
20180102052,Division 8 RTU,DIV08-4C,DIV08-4C-D2,DIV08-4C-D2-19,2018-01-02 23:00:00,2018-01-12 13:38:00
20180102052,Division 8 RTU,DIV08-4A,DIV08-4A-6,DIV08-4A-6-1_X,2018-01-12 13:39:00,2018-01-21 11:20:00
20180102052,Division 8 RTU,DIV08-4A,DIV08-4A-2,DIV08-4A-2-2,2018-01-21 11:25:00,2018-01-24 13:30:00
20180102052,Division 8 RTU,DIV08-4C,DIV08-4C-D2,DIV08-4C-D2-3,2018-01-24 13:30:00,2018-01-24 14:00:00
20180102052,Division 8 RTU,DIV08-4C,DIV08-4C-D2,DIV08-4C-D2-23,2018-01-24 14:00:00,2018-03-09 21:00:00
20180102052,Division 8,DIV8-2N,DIV8-2N-Dayroom,DIV8-2N-Dayroom-DR,2018-03-09 21:00:00,2018-03-12 13:30:00
20180102052,Division 8,DIV8-2S,DIV8-2S-2125,DIV8-2S-2125-1_X,2018-03-12 13:30:00,2018-03-14 05:30:00
20180102055,Division 8 RTU,DIV08-2G,DIV08-2G-D3,DIV08-2G-D3-14,2018-01-02 23:00:00,2018-01-07 19:00:00
20180102055,Division 2,DIV2-D4,DIV2-D4-RL,DIV2-D4-RL-22,2018-01-07 00:00:00,2018-01-12 11:00:00
20180102055,Division 2,DIV2-D4,DIV2-D4-NL,DIV2-D4-NL-24,2018-01-12 11:00:00,2018-01-24 11:17:00
20180102055,Division 6,DIV6-2C,DIV6-2C-9,DIV6-2C-9-2,2018-01-24 11:27:00,2018-04-20 03:30:00
20180102056,Division 2,DIV2-D4,DIV2-D4-RL,DIV2-D4-RL-20,2018-01-02 00:00:00,2018-02-15 17:30:00
20180102056,Division 15,DIV15-HP,DIV15-HP-HOSPITAL,DIV 15-HP-HOSPITAL-GENERAL,2018-02-15 17:30:00,2018-02-16 19:30:00
20180102056,Division 8 RTU,DIV08-3D,DIV08-3D-D3,DIV08-3D-D3-31,2018-02-17 01:30:00,2018-04-18 18:00:00
20180102060,Division 6,DIV6-1H,DIV6-1H-6,DIV6-1H-6-1,2018-01-02 23:00:00,2018-01-03 16:30:00
20180102060,Division 6,DIV6-2H,DIV6-2H-12,DIV6-2H-12-2,2018-01-03 16:30:00,2018-02-08 10:30:00
20180102060,Division 11,DIV11-AD,DIV11-AD-103,Div11-AD-103-1,2018-02-08 11:00:00,2018-05-03 23:30:00
20180102060,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-05-04 04:00:00,2018-06-16 17:00:00
20180102060,Division 11,DIV11-BD,DIV11-BD-212,Div11-BD-212-1,2018-06-16 23:30:00,2018-06-18 18:30:00
20180102060,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-06-18 23:00:00,2019-01-28 18:00:00
20180102060,Division 11,DIV11-BF,DIV11-BF-308,Div11-BF-308-2,2019-01-28 23:30:00,2019-01-29 10:30:00
20180102060,Division 11,DIV11-AH,DIV11-AH-305,Div11-AH-305-2,2019-01-29 10:30:00,2019-02-01 04:30:00
20180102069,Division 8 RTU,DIV08-4D,DIV08-4D-D3,DIV08-4D-D3-31,2018-01-03 01:30:00,2018-01-08 17:00:00
20180102069,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-09 00:00:00,2018-01-12 14:30:00
20180102069,Division 15,DIV15-EMAW,DIV15-EMAW-EM AWOLS,DIV 15-EMAW-EM AWOLS-GENERAL,2018-01-12 14:30:00,2018-02-21 17:30:00
20180102069,Division 8 RTU,DIV08-4D,DIV08-4D-D3,DIV08-4D-D3-28,2018-02-22 00:00:00,2018-03-01 10:28:00
20180102069,Division 4,DIV4-M2,DIV4-M2-209,DIV4-M2-209-2,2018-03-01 11:48:00,2018-04-19 10:30:00
20180102069,Division 11,DIV11-AD,DIV11-AD-112,Div11-AD-112-2,2018-04-19 11:30:00,2018-06-05 19:00:00
20180102121,Division 11,DIV11-DG,DIV11-DG-402,Div11-DG-402-1,2018-01-02 23:30:00,2018-01-03 09:30:00
20180102121,Division 11,DIV11-BF,DIV11-BF-306,Div11-BF-306-1,2018-01-03 09:30:00,2018-01-04 05:00:00
20180102121,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,2018-01-04 08:00:00,2018-03-12 15:54:29
20180102122,Division 8,DIV8-3W,DIV8-3W-Dayroom,DIV8-3W-Dayroom-DR,2018-01-02 18:30:00,2018-01-04 18:30:00
20180102122,Division 8 RTU,DIV08-2F,DIV08-2F-D2,DIV08-2F-D2-15,2018-01-04 19:00:00,2018-01-08 20:00:00
20180102122,Division 11,DIV11-CF,DIV11-CF-312,Div11-CF-312-2,2018-01-08 21:00:00,2018-06-06 20:45:00
20180102122,Division 11,DIV11-CB,DIV11-CB-105,Div11-CB-105-2,2018-06-06 20:45:00,2019-01-22 17:23:00
20180102122,Division 10,DIV10-1B,DIV10-1B-1222,DIV10-1B-1222-1,2019-01-22 18:00:00,
20180102137,Division 17,DIV17-SFFP,DIV17-SFFP-SFFP,DIV17-SFFP-SFFP-General,2018-01-03 00:00:00,2018-08-17 08:00:00
20180102137,Division 15,DIV15-FEM,DIV15-FEM-FEMALE ELECTRONIC MONITORING,DIV15-FEM-FEMALE ELECTRONIC MONITORING-GENERAL,2018-08-17 08:00:00,2018-11-27 13:30:00
20180102137,Division 8 RTU,DIV08-5B,DIV08-5B-D1,DIV08-5B-D1-19,2018-11-27 17:00:00,2018-11-28 05:00:00
20180102139,Division 4,DIV4-K1,DIV4-K1-108,DIV4-K1-108-2,2018-01-03 01:00:00,2018-01-04 13:30:00
20180102139,Division 8 RTU,DIV08-3D,DIV08-3D-D3,DIV08-3D-D3-15,2018-01-04 13:45:00,2018-07-09 19:46:56
20180102147,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-03 00:00:00,2018-06-29 19:00:00
20180102147,Division 11,DIV11-AA,DIV11-AA-211,Div11-AA-211-1,2018-06-30 00:00:00,2018-07-02 05:00:00
20180102150,Division 8 RTU,DIV08-2F,DIV08-2F-D2,DIV08-2F-D2-20,2018-01-02 23:00:00,2018-01-07 19:00:00
20180102150,Division 2,DIV2-D4,DIV2-D4-RL,DIV2-D4-RL-15,2018-01-07 00:00:00,2018-01-27 13:00:00
20180102150,Division 2,DIV2-D4,DIV2-D4-NL,DIV2-D4-NL-37,2018-01-27 13:00:00,2018-01-31 20:00:00
20180102150,Division 9,DIV9-3B,DIV9-3B-3110,DIV9-3B-3110-2,2018-01-31 10:30:00,2018-02-23 16:30:00
20180102150,Division 9,DIV9-3F,DIV9-3F-3034,DIV9-3F-3034-2,2018-02-23 17:00:00,2018-04-01 07:50:00
20180102154,Division 2,DIV2-D4,DIV2-D4-ML,DIV2-D4-ML-39,2018-01-02 23:30:00,2018-04-23 17:00:00
20180102154,Division 2,DIV2-D2,DIV2-D2-O,DIV2-D2-O-39,2018-04-23 17:00:00,2018-04-29 08:00:00
20180102154,Division 2,DIV2-D4,DIV2-D4-MU,DIV2-D4-MU-15,2018-04-29 08:00:00,2018-05-07 16:15:00
20180102154,Division 2,DIV2-D4,DIV2-D4-ML,DIV2-D4-ML-21,2018-05-07 16:25:00,2018-06-20 04:24:00
20180102154,Division 6,DIV6-2P,DIV6-2P-10,DIV6-2P-10-1,2018-06-20 04:30:00,2018-06-20 17:00:00
20180102154,Division 6,DIV6-2H,DIV6-2H-15,DIV6-2H-15-1,2018-06-20 17:00:00,2018-07-14 10:30:00
20180102154,Division 6,DIV6-1H,DIV6-1H-15,DIV6-1H-15-1,2018-07-14 10:30:00,2018-09-21 04:30:00
20180102154,Division 15,DIV15-SPIDOC,DIV15-SPIDOC-IDOC SPCMVNT,DIV 15-SPIDOC-IDOC SPCMVNT-GENERAL,2018-09-21 07:45:00,
20180103006,Division 11,DIV11-BB,DIV11-BB-107,Div11-BB-107-2,2018-01-04 01:00:00,2018-01-07 16:00:00
20180103006,Division 8,DIV8-3S,DIV8-3S-3119,DIV8-3S-3119-1,2018-01-07 16:30:00,2018-01-10 19:00:00
20180103006,Division 10,DIV10-4D,DIV10-4D-4415,DIV10-4D-4415-1,2018-01-10 20:00:00,2018-01-31 11:00:00
20180103006,Division 11,DIV11-DB,DIV11-DB-102,Div11-DB-102-1,2018-01-31 12:00:00,2018-03-28 04:00:00
20180103019,Division 11,DIV11-BD,DIV11-BD-105,Div11-BD-105-1,2018-01-03 23:30:00,2018-06-07 04:30:00
20180103021,Division 11,DIV11-DJ,DIV11-DJ-306,Div11-DJ-306-1,2018-01-04 00:00:00,2018-03-09 13:00:00
20180103021,Division 6,DIV6-1P,DIV6-1P-13,DIV6-1P-13-1,2018-03-09 13:30:00,2018-06-18 05:00:00
20180103022,Division 2,DIV2-D4,DIV2-D4-RU,DIV2-D4-RU-25,2018-01-04 00:00:00,2018-01-05 16:00:00
20180103022,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-06 00:00:00,2018-08-15 01:00:00
20180103022,Division 15,DIV15-EMAW,DIV15-EMAW-EM AWOLS,DIV 15-EMAW-EM AWOLS-GENERAL,2018-08-15 01:00:00,2018-08-15 18:30:00
20180103022,Division 11,DIV11-BD,DIV11-BD-203,Div11-BD-203-2,2018-08-15 23:30:00,2018-08-16 05:00:00
20180103022,Division 11,DIV11-BD,DIV11-BD-203,Div11-BD-203-2,2018-08-15 23:30:00,2018-08-15 23:32:00
20180103027,Division 2,DIV2-D4,DIV2-D4-RU,DIV2-D4-RU-16,2018-01-04 00:00:00,2018-01-09 16:52:00
20180103027,Division 2,DIV2-D4,DIV2-D4-RU,DIV2-D4-RU-16,2018-01-09 23:00:00,2018-01-11 17:30:00
20180103027,Division 15,DIV15-EM,DIV15-EM-ELECTRONIC MONITORING,DIV 15-EM-ELECTRONIC MONITORING-GENERAL,2018-01-11 00:00:00,2018-01-12 06:00:00
20180103027,Division 11,DIV11-AJ,DIV11-AJ-405,Div11-AJ-405-1,2018-01-12 10:55:00,2018-01-12 16:00:00
20180103027,Division 2,DIV2-D4,DIV2-D4-RU,DIV2-D4-RU-16,2018-01-12 16:30:00,2018-01-17 17:00:00
