mvpf,detainee_values,society_values,govt_cost,detainee_breakdown,society_breakdown,govt_breakdown,baseline_type,scenario,baseline_mult,timestamp
0.0027146622029061537,341610.741612,1178290.3738466878,559885909.131373,"{'WTP for Freedom': 11.783078999999999, 'Relative Harm Valuation (RHV)': 341598.95853299997}","{'Valuation of effects of detention on court appearance': 15.261846687864, 'Incapacitation and deterrance crime effects of detention  ': 0.0, 'Wrongful death damages Social cost of detainment (focusing on economic impact submeasure)': 303275.11199999996, 'Acute Cost of crime - HAVEN framework (victims)': 875000.0}","{'Spike in Public Health Spending post-release': 374.357110652013, 'Total Funding for CCJ (2018)': 559885534.7742624}",baseline,baseline,1.0,2025-11-15T23:16:58.232719
